GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
Astle_et_al_2016_Red_blood_cell_count	region625	TRUE	Lung	cg02121951	TRUE
Astle_et_al_2016_Red_blood_cell_count	region72	TRUE	Lung	cg02431147	TRUE
Astle_et_al_2016_Red_blood_cell_count	region76	TRUE	Lung	cg15646096	TRUE
Astle_et_al_2016_Red_blood_cell_count	region764	TRUE	Lung	cg15912800	TRUE
Astle_et_al_2016_Red_blood_cell_count	region774	TRUE	Lung	cg00827748	TRUE
Astle_et_al_2016_Red_blood_cell_count	region792	TRUE	Lung	cg21369886	TRUE
Astle_et_al_2016_Red_blood_cell_count	region803	TRUE	ColonTransverse	cg08575537	TRUE
Astle_et_al_2016_Red_blood_cell_count	region983	TRUE	Lung	cg00422488	TRUE
Astle_et_al_2016_Reticulocyte_count	region1059	TRUE	MuscleSkeletal	cg08514558	TRUE
Astle_et_al_2016_Reticulocyte_count	region1127	TRUE	Lung	cg19610905	TRUE
Astle_et_al_2016_Reticulocyte_count	region1185	TRUE	Lung	cg03761649	TRUE
Astle_et_al_2016_Reticulocyte_count	region1414	TRUE	Ovary	cg14072930	TRUE
Astle_et_al_2016_Reticulocyte_count	region1451	TRUE	ColonTransverse	cg26452476	TRUE
Astle_et_al_2016_Reticulocyte_count	region1480	TRUE	ColonTransverse	cg06007201	TRUE
Astle_et_al_2016_Reticulocyte_count	region1500	TRUE	Lung	cg06238679	TRUE
Astle_et_al_2016_Reticulocyte_count	region1526	TRUE	ColonTransverse	cg23750729	TRUE
Astle_et_al_2016_Reticulocyte_count	region1528	TRUE	MuscleSkeletal	cg10255544	TRUE
Astle_et_al_2016_Reticulocyte_count	region1610	TRUE	Lung	cg11236879	TRUE
Astle_et_al_2016_Reticulocyte_count	region1613	TRUE	Lung	cg27154418	TRUE
Astle_et_al_2016_Reticulocyte_count	region1619	TRUE	BreastMammaryTissue	cg16653509	TRUE
Astle_et_al_2016_Reticulocyte_count	region1686	TRUE	Ovary	cg27070084	TRUE
Astle_et_al_2016_Reticulocyte_count	region1693	TRUE	Lung	cg25107959	TRUE
Astle_et_al_2016_Reticulocyte_count	region1701	TRUE	KidneyCortex	cg03362418	TRUE
Astle_et_al_2016_Reticulocyte_count	region310	TRUE	Lung	cg16564822	TRUE
Astle_et_al_2016_Reticulocyte_count	region549	TRUE	Ovary	cg16619991	TRUE
Astle_et_al_2016_Reticulocyte_count	region642	TRUE	ColonTransverse	cg24201109	TRUE
Astle_et_al_2016_Reticulocyte_count	region717	TRUE	Lung	cg10097215	TRUE
Astle_et_al_2016_Reticulocyte_count	region73	TRUE	Ovary	cg14934702	TRUE
Astle_et_al_2016_Reticulocyte_count	region765	TRUE	Lung	cg12999366	TRUE
Astle_et_al_2016_Reticulocyte_count	region788	TRUE	Lung	cg23983315	TRUE
Astle_et_al_2016_Reticulocyte_count	region864	TRUE	Ovary	cg17672639	TRUE
Astle_et_al_2016_Reticulocyte_count	region932	TRUE	WholeBlood	cg04685302	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1007	TRUE	Ovary	cg14119001	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1028	TRUE	Lung	cg11671940	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1064	TRUE	Lung	cg12555086	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1070	TRUE	Ovary	cg15922692	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1086	TRUE	Lung	cg13510318	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region116	TRUE	Lung	cg13088465	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1357	TRUE	ColonTransverse	cg22395913	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1427	TRUE	ColonTransverse	cg24390590	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1430	TRUE	WholeBlood	cg04230537	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1504	TRUE	ColonTransverse	cg07427276	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1540	TRUE	Ovary	cg21243631	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1591	TRUE	Prostate	cg01419561	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1606	TRUE	WholeBlood	cg13362288	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1607	TRUE	Lung	cg06112816	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1609	TRUE	Lung	cg02314012	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region173	TRUE	Ovary	cg09633306	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region18	TRUE	Lung	cg21604615	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region185	TRUE	ColonTransverse	cg09046203	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region197	TRUE	Ovary	cg07921649	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region271	TRUE	MuscleSkeletal	cg13994823	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region399	TRUE	Ovary	cg14024328	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region561	TRUE	ColonTransverse	cg14449803	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region598	TRUE	Lung	cg15738769	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region642	TRUE	Lung	cg19563049	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region66	TRUE	Ovary	cg04773602	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region851	TRUE	Prostate	cg15964874	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region864	TRUE	BreastMammaryTissue	cg15111440	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region932	TRUE	MuscleSkeletal	cg06946901	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1007	TRUE	MuscleSkeletal	cg14119001	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1010	TRUE	ColonTransverse	cg15035424	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1027	TRUE	Lung	cg16492341	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1067	TRUE	Ovary	cg00487187	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1095	TRUE	Lung	cg18593591	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1414	TRUE	Lung	cg06300823	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1430	TRUE	Lung	cg00401552	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1451	TRUE	ColonTransverse	cg26452476	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1516	TRUE	Lung	cg15075970	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1523	TRUE	WholeBlood	cg23891399	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1607	TRUE	Lung	cg20198684	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1667	TRUE	ColonTransverse	cg18374181	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1688	TRUE	WholeBlood	cg24989447	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region173	TRUE	Lung	cg03932406	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region185	TRUE	Lung	cg02493740	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region25	TRUE	Lung	cg02031397	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region278	TRUE	WholeBlood	cg21594961	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region40	TRUE	Lung	cg09774749	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region5	TRUE	ColonTransverse	cg14004768	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region598	TRUE	WholeBlood	cg02964085	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region606	TRUE	ColonTransverse	cg15170512	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region657	TRUE	Lung	cg07679836	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region761	TRUE	Prostate	cg05265849	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1007	TRUE	Ovary	cg14119001	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1028	TRUE	WholeBlood	cg11671940	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1064	TRUE	Lung	cg12555086	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1070	TRUE	Ovary	cg15922692	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region116	TRUE	Lung	cg13088465	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1357	TRUE	ColonTransverse	cg22395913	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1427	TRUE	ColonTransverse	cg24390590	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1430	TRUE	ColonTransverse	cg18856952	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1487	TRUE	Lung	cg05164926	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1504	TRUE	Prostate	cg07427276	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1540	TRUE	Ovary	cg21243631	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1606	TRUE	WholeBlood	cg13362288	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1607	TRUE	Lung	cg06112816	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1609	TRUE	Lung	cg02314012	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region173	TRUE	Ovary	cg09633306	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region18	TRUE	Lung	cg21604615	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region197	TRUE	Ovary	cg07921649	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region271	TRUE	MuscleSkeletal	cg13994823	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region387	TRUE	Lung	cg16634134	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region399	TRUE	Ovary	cg14024328	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region561	TRUE	ColonTransverse	cg14449803	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region598	TRUE	Lung	cg15738769	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region606	TRUE	Lung	cg15170512	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region642	TRUE	Lung	cg19563049	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region653	TRUE	ColonTransverse	cg17093638	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region66	TRUE	Ovary	cg24323958	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region851	TRUE	Prostate	cg15964874	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region864	TRUE	Lung	cg14190628	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region932	TRUE	MuscleSkeletal	cg06946901	TRUE
Astle_et_al_2016_White_blood_cell_count	region1040	TRUE	Ovary	cg10461784	TRUE
Astle_et_al_2016_White_blood_cell_count	region1086	TRUE	Lung	cg11844908	TRUE
Astle_et_al_2016_White_blood_cell_count	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_White_blood_cell_count	region1129	TRUE	Lung	cg08825582	TRUE
Astle_et_al_2016_White_blood_cell_count	region1167	TRUE	Ovary	cg08637269	TRUE
Astle_et_al_2016_White_blood_cell_count	region1184	TRUE	ColonTransverse	cg17093522	TRUE
Astle_et_al_2016_White_blood_cell_count	region1252	TRUE	Lung	cg01387083	TRUE
Astle_et_al_2016_White_blood_cell_count	region1357	TRUE	ColonTransverse	cg22395913	TRUE
Astle_et_al_2016_White_blood_cell_count	region1392	TRUE	Lung	cg17244218	TRUE
Astle_et_al_2016_White_blood_cell_count	region1430	TRUE	Lung	cg04230537	TRUE
Astle_et_al_2016_White_blood_cell_count	region1495	TRUE	Lung	cg16375691	TRUE
Astle_et_al_2016_White_blood_cell_count	region1496	TRUE	ColonTransverse	cg25867009	TRUE
Astle_et_al_2016_White_blood_cell_count	region1504	TRUE	Lung	cg07427276	TRUE
Astle_et_al_2016_White_blood_cell_count	region1514	TRUE	Lung	cg06483683	TRUE
Astle_et_al_2016_White_blood_cell_count	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_White_blood_cell_count	region1540	TRUE	Ovary	cg21243631	TRUE
Astle_et_al_2016_White_blood_cell_count	region1578	TRUE	ColonTransverse	cg11015549	TRUE
Astle_et_al_2016_White_blood_cell_count	region1606	TRUE	WholeBlood	cg13362288	TRUE
Astle_et_al_2016_White_blood_cell_count	region1607	TRUE	Lung	cg26787220	TRUE
Astle_et_al_2016_White_blood_cell_count	region1609	TRUE	Lung	cg24326880	TRUE
Astle_et_al_2016_White_blood_cell_count	region1611	TRUE	Lung	cg02400211	TRUE
Astle_et_al_2016_White_blood_cell_count	region1677	TRUE	ColonTransverse	cg11715092	TRUE
Astle_et_al_2016_White_blood_cell_count	region1681	TRUE	KidneyCortex	cg01138652	TRUE
Astle_et_al_2016_White_blood_cell_count	region173	TRUE	Ovary	cg09633306	TRUE
Astle_et_al_2016_White_blood_cell_count	region198	TRUE	Lung	cg18869127	TRUE
Astle_et_al_2016_White_blood_cell_count	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_White_blood_cell_count	region271	TRUE	MuscleSkeletal	cg13994823	TRUE
Astle_et_al_2016_White_blood_cell_count	region387	TRUE	Lung	cg16634134	TRUE
Astle_et_al_2016_White_blood_cell_count	region399	TRUE	Ovary	cg14024328	TRUE
Astle_et_al_2016_White_blood_cell_count	region438	TRUE	Lung	cg26694713	TRUE
Astle_et_al_2016_White_blood_cell_count	region598	TRUE	Lung	cg15738769	TRUE
Astle_et_al_2016_White_blood_cell_count	region642	TRUE	Lung	cg19563049	TRUE
Astle_et_al_2016_White_blood_cell_count	region657	TRUE	Ovary	cg11611097	TRUE
Astle_et_al_2016_White_blood_cell_count	region66	TRUE	Ovary	cg04773602	TRUE
Astle_et_al_2016_White_blood_cell_count	region851	TRUE	Prostate	cg15964874	TRUE
Astle_et_al_2016_White_blood_cell_count	region864	TRUE	Lung	cg14190628	TRUE
Astle_et_al_2016_White_blood_cell_count	region924	TRUE	ColonTransverse	cg13362653	TRUE
Astle_et_al_2016_White_blood_cell_count	region932	TRUE	MuscleSkeletal	cg06946901	TRUE
Astle_et_al_2016_White_blood_cell_count	region961	TRUE	ColonTransverse	cg17605635	TRUE
Astle_et_al_2016_White_blood_cell_count	region990	TRUE	WholeBlood	cg24562906	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1095	TRUE	Lung	cg04650653	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1234	TRUE	BreastMammaryTissue	cg08535361	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1367	TRUE	Prostate	cg10511902	TRUE
BCAC_Overall_BreastCancer_EUR	region1095	TRUE	Ovary	cg24024833	TRUE
BCAC_Overall_BreastCancer_EUR	region1234	TRUE	BreastMammaryTissue	cg08535361	TRUE
BCAC_Overall_BreastCancer_EUR	region1367	TRUE	Testis	cg10511902	TRUE
BCAC_Overall_BreastCancer_EUR	region1591	TRUE	Ovary	cg05315920	TRUE
BCAC_Overall_BreastCancer_EUR	region6	TRUE	Prostate	cg27571230	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1064	TRUE	Lung	cg12555086	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1074	TRUE	MuscleSkeletal	cg07899664	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region114	TRUE	ColonTransverse	cg06621799	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1408	TRUE	ColonTransverse	cg24032190	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region185	TRUE	Lung	cg23902361	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region360	TRUE	MuscleSkeletal	cg20289491	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region438	TRUE	Ovary	cg03429763	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region66	TRUE	Ovary	cg17243654	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region717	TRUE	Ovary	cg15415259	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region75	TRUE	ColonTransverse	cg27397230	TRUE
EAGLE_Eczema	region1653	TRUE	ColonTransverse	cg03924136	TRUE
EAGLE_Eczema	region598	TRUE	ColonTransverse	cg04303330	TRUE
EAGLE_Eczema	region655	TRUE	ColonTransverse	cg24009529	TRUE
EGG_BW3_EUR	region1067	TRUE	MuscleSkeletal	cg13554586	TRUE
EGG_BW3_EUR	region1487	TRUE	Ovary	cg18924860	TRUE
EGG_BW3_EUR	region1686	TRUE	Lung	cg01361351	TRUE
EGG_BW3_EUR	region746	TRUE	Ovary	cg24524634	TRUE
EGG_BW3_EUR	region76	TRUE	ColonTransverse	cg06366107	TRUE
EGG_BW3_EUR	region876	TRUE	Prostate	cg25043378	TRUE
EGG_BW3_EUR	region996	TRUE	Lung	cg19852115	TRUE
GIANT_HEIGHT	region1072	TRUE	ColonTransverse	cg05962511	TRUE
GIANT_HEIGHT	region1099	TRUE	Lung	cg12612573	TRUE
GIANT_HEIGHT	region1324	TRUE	Ovary	cg01714342	TRUE
GIANT_HEIGHT	region137	TRUE	ColonTransverse	cg08043960	TRUE
GIANT_HEIGHT	region1406	TRUE	Prostate	cg26210447	TRUE
GIANT_HEIGHT	region1428	TRUE	Prostate	cg08100221	TRUE
GIANT_HEIGHT	region1482	TRUE	Ovary	cg12281099	TRUE
GIANT_HEIGHT	region1488	TRUE	Ovary	cg12596708	TRUE
GIANT_HEIGHT	region1497	TRUE	MuscleSkeletal	cg22639895	TRUE
GIANT_HEIGHT	region1504	TRUE	Ovary	cg13385210	TRUE
GIANT_HEIGHT	region1517	TRUE	Ovary	cg09523449	TRUE
GIANT_HEIGHT	region1591	TRUE	MuscleSkeletal	cg10172584	TRUE
GIANT_HEIGHT	region1635	TRUE	Lung	cg00509772	TRUE
GIANT_HEIGHT	region1649	TRUE	ColonTransverse	cg17446536	TRUE
GIANT_HEIGHT	region186	TRUE	Ovary	cg07339644	TRUE
GIANT_HEIGHT	region233	TRUE	Ovary	cg08763941	TRUE
GIANT_HEIGHT	region308	TRUE	Lung	cg03698057	TRUE
GIANT_HEIGHT	region361	TRUE	Ovary	cg04352534	TRUE
GIANT_HEIGHT	region390	TRUE	ColonTransverse	cg06027254	TRUE
GIANT_HEIGHT	region392	TRUE	Ovary	cg12336960	TRUE
GIANT_HEIGHT	region47	TRUE	ColonTransverse	cg08491437	TRUE
GIANT_HEIGHT	region476	TRUE	Ovary	cg19748678	TRUE
GIANT_HEIGHT	region66	TRUE	MuscleSkeletal	cg00908766	TRUE
GIANT_HEIGHT	region746	TRUE	ColonTransverse	cg01498219	TRUE
GIANT_HEIGHT	region790	TRUE	MuscleSkeletal	cg22271577	TRUE
GIANT_HEIGHT	region797	TRUE	Lung	cg14871678	TRUE
IBD.EUR.Crohns_Disease	region1007	TRUE	Ovary	cg25830586	TRUE
IBD.EUR.Crohns_Disease	region1072	TRUE	WholeBlood	cg14748795	TRUE
IBD.EUR.Crohns_Disease	region1408	TRUE	KidneyCortex	cg24839871	TRUE
IBD.EUR.Crohns_Disease	region1504	TRUE	KidneyCortex	cg05057505	TRUE
IBD.EUR.Crohns_Disease	region1585	TRUE	Ovary	cg21489589	TRUE
IBD.EUR.Crohns_Disease	region1609	TRUE	ColonTransverse	cg08619932	TRUE
IBD.EUR.Crohns_Disease	region1653	TRUE	Lung	cg02966332	TRUE
IBD.EUR.Crohns_Disease	region1681	TRUE	Lung	cg08149422	TRUE
IBD.EUR.Crohns_Disease	region268	TRUE	ColonTransverse	cg09228095	TRUE
IBD.EUR.Crohns_Disease	region546	TRUE	ColonTransverse	cg05715655	TRUE
IBD.EUR.Crohns_Disease	region598	TRUE	ColonTransverse	cg21881287	TRUE
IBD.EUR.Crohns_Disease	region603	TRUE	WholeBlood	cg08523384	TRUE
IBD.EUR.Crohns_Disease	region654	TRUE	WholeBlood	cg12425321	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1	TRUE	Prostate	cg05392440	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1007	TRUE	Ovary	cg25830586	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region101	TRUE	ColonTransverse	cg10092377	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1072	TRUE	Lung	cg27354537	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1408	TRUE	ColonTransverse	cg24032190	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1504	TRUE	KidneyCortex	cg05057505	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1537	TRUE	ColonTransverse	cg24737193	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region268	TRUE	Lung	cg23050873	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region309	TRUE	Lung	cg08844035	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region310	TRUE	Prostate	cg20832320	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region546	TRUE	ColonTransverse	cg03086300	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region598	TRUE	ColonTransverse	cg23475112	TRUE
IBD.EUR.Ulcerative_Colitis	region1	TRUE	Prostate	cg05392440	TRUE
IBD.EUR.Ulcerative_Colitis	region1007	TRUE	Ovary	cg14258250	TRUE
IBD.EUR.Ulcerative_Colitis	region101	TRUE	ColonTransverse	cg10092377	TRUE
IBD.EUR.Ulcerative_Colitis	region1072	TRUE	Lung	cg27354537	TRUE
IBD.EUR.Ulcerative_Colitis	region1161	TRUE	ColonTransverse	cg24951061	TRUE
IBD.EUR.Ulcerative_Colitis	region1504	TRUE	KidneyCortex	cg05057505	TRUE
IBD.EUR.Ulcerative_Colitis	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
IBD.EUR.Ulcerative_Colitis	region309	TRUE	ColonTransverse	cg15320272	TRUE
IBD.EUR.Ulcerative_Colitis	region310	TRUE	Prostate	cg20832320	TRUE
IBD.EUR.Ulcerative_Colitis	region652	TRUE	MuscleSkeletal	cg12644888	TRUE
IBD.EUR.Ulcerative_Colitis	region746	TRUE	Ovary	cg15847926	TRUE
IGAP_Alzheimer	region867	TRUE	BreastMammaryTissue	cg12880969	TRUE
MAGNETIC_HDL.C	region1127	TRUE	Ovary	cg07132091	TRUE
MAGNETIC_IDL.TG	region66	TRUE	Prostate	cg17243654	TRUE
MAGNETIC_LDL.C	region66	TRUE	Prostate	cg17243654	TRUE
pgc.scz2	region1074	TRUE	ColonTransverse	cg08772003	TRUE
pgc.scz2	region318	TRUE	Ovary	cg08475266	TRUE
pgc.scz2	region657	TRUE	ColonTransverse	cg20973878	TRUE
RA_OKADA_TRANS_ETHNIC	region1	TRUE	ColonTransverse	cg21621858	TRUE
RA_OKADA_TRANS_ETHNIC	region11	TRUE	Prostate	cg13411089	TRUE
RA_OKADA_TRANS_ETHNIC	region1212	TRUE	Lung	cg18193195	TRUE
RA_OKADA_TRANS_ETHNIC	region1504	TRUE	ColonTransverse	cg07607752	TRUE
RA_OKADA_TRANS_ETHNIC	region1643	TRUE	Lung	cg21601405	TRUE
RA_OKADA_TRANS_ETHNIC	region1693	TRUE	ColonTransverse	cg24268161	TRUE
RA_OKADA_TRANS_ETHNIC	region652	TRUE	Ovary	cg16289618	TRUE
RA_OKADA_TRANS_ETHNIC	region658	TRUE	ColonTransverse	cg05216141	TRUE
RA_OKADA_TRANS_ETHNIC	region77	TRUE	ColonTransverse	cg21721331	TRUE
RA_OKADA_TRANS_ETHNIC	region819	TRUE	Lung	cg12816198	TRUE
RA_OKADA_TRANS_ETHNIC	region855	TRUE	ColonTransverse	cg09074238	TRUE
SSGAC_Education_Years_Pooled	region228	TRUE	Ovary	cg12520549	TRUE
SSGAC_Education_Years_Pooled	region934	TRUE	Lung	cg17328964	TRUE
UKB_1160_Sleep_duration	region198	TRUE	Ovary	cg17784749	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region12	TRUE	Lung	cg08774790	TRUE
UKB_1180_Morning_or_evening_person_chronotype	region804	TRUE	Prostate	cg24933060	TRUE
UKB_1200_Sleeplessness_or_insomnia	region1073	TRUE	Lung	cg05050953	TRUE
UKB_1200_Sleeplessness_or_insomnia	region1508	TRUE	MuscleSkeletal	cg06100756	TRUE
UKB_1200_Sleeplessness_or_insomnia	region198	TRUE	Ovary	cg17784749	TRUE
UKB_1200_Sleeplessness_or_insomnia	region743	TRUE	ColonTransverse	cg07308232	TRUE
UKB_1807_Fathers_age_at_death	region1414	TRUE	ColonTransverse	cg24571913	TRUE
UKB_20002_1065_self_reported_hypertension	region1079	TRUE	Prostate	cg25236139	TRUE
UKB_20002_1065_self_reported_hypertension	region1185	TRUE	Prostate	cg16795447	TRUE
UKB_20002_1065_self_reported_hypertension	region1412	TRUE	Ovary	cg24301765	TRUE
UKB_20002_1065_self_reported_hypertension	region1419	TRUE	ColonTransverse	cg05211768	TRUE
UKB_20002_1065_self_reported_hypertension	region1430	TRUE	ColonTransverse	cg23365731	TRUE
UKB_20002_1065_self_reported_hypertension	region1431	TRUE	ColonTransverse	cg27481322	TRUE
UKB_20002_1065_self_reported_hypertension	region1451	TRUE	Lung	cg15417506	TRUE
UKB_20002_1065_self_reported_hypertension	region1488	TRUE	Lung	cg19064402	TRUE
UKB_20002_1065_self_reported_hypertension	region1518	TRUE	ColonTransverse	cg17744729	TRUE
UKB_20002_1065_self_reported_hypertension	region1523	TRUE	Lung	cg16649771	TRUE
UKB_20002_1065_self_reported_hypertension	region1524	TRUE	ColonTransverse	cg18271897	TRUE
UKB_20002_1065_self_reported_hypertension	region1590	TRUE	ColonTransverse	cg19418318	TRUE
UKB_20002_1065_self_reported_hypertension	region1609	TRUE	Ovary	cg12258179	TRUE
